受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2022/4/6,15,17636750,17147000,15945950,23.7,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,4052600,2976450,1564950,1322150
2022/4/6,16,18508500,17145700,16312700,24.88,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,4196250,2756300,1552750,1328050
2022/4/6,17,20766650,17345650,16867650,24.9,10,1.8,10.99,10.99,10.99,10.99,10.99,10.99,10.1,4623150,2543300,1463850,1294600
2022/4/6,18,22605050,17615650,17355800,24.93,2,2,10.72,10.72,10.72,10.72,10.72,10.72,9.57,5044650,2280150,1524150,1356900
2022/4/6,19,23572450,17473500,17390600,23.56,8.3,1.8,2,2,2,2,2,2,2,5006400,1948300,1299200,1274200
2022/4/6,20,24778800,17323500,17288200,21.95,8.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5109750,1676000,1371550,1346550
2022/4/6,21,25952400,17380950,17252850,23.01,8.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5680550,1621000,1240350,1176350
2022/4/6,22,26929300,17945000,17809950,21.3,8.41,0.01,2,2,2,2,2,2,0.01,6239450,1622550,1706650,1642650
2022/4/6,23,27833000,17897850,17758200,20,8.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6620550,1667450,1840000,1776000
2022/4/6,24,28301350,17635850,17505250,17.8,8.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6654950,1730850,1916500,1852500
2022/4/6,25,28839200,16847000,16778000,16.34,4.65,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6603950,1722850,1727000,1663000
2022/4/6,26,28773200,16695200,16624050,13,7.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6500600,1713500,1514200,1450200
2022/4/6,27,27330750,17289700,17186550,20,8.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6154550,1661050,1662850,1598850
2022/4/6,28,26117300,16970650,16802750,21.79,8.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5542900,1617450,1693350,1579350
2022/4/6,29,25518600,16854950,16774950,21.79,4.65,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5141350,1624800,1520350,1445350
2022/4/6,30,24430000,16550800,16467000,23.01,8.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4636850,1655300,1382850,1307850
2022/4/6,31,23423150,16497300,16393350,23.12,0.22,0.22,0.22,0.01,0.01,0.01,0.01,0.01,0.01,4393050,1667100,1497850,1408850
2022/4/6,32,21956250,16926800,16539200,23.06,11.05,11.05,11.05,11.05,11.05,11.05,11.05,11.05,9.18,4636150,1917800,1677350,1567850
2022/4/6,33,20077200,17242150,16506900,24.7,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,9.18,4247550,2206100,1631800,1403000
2022/4/6,34,18579100,17557800,16040850,26,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,9.39,4084700,2455250,1464600,1231800
2022/4/6,35,17980300,18420600,15708600,26,24.45,24.45,24.45,24.45,24.45,24.45,24.45,24.45,16.29,3628200,2837450,1701650,1276500
2022/4/6,36,17498250,19412500,16249750,26.34,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.28,3701750,3121000,1928550,1267000
2022/4/6,37,18155700,20407400,16464450,26,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.28,4103100,3382350,1970450,1267000
2022/4/6,38,18231200,20745650,16700100,25.99,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.28,4303100,3582350,2010450,1267000
2022/4/6,39,18368400,20293550,16565550,25.7,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.28,4311750,3596100,2115950,1367000
2022/4/6,40,18505400,19948500,16277750,25.05,24.45,24.45,24.45,24.45,24.45,24.45,24.45,24.45,24.28,4308800,3581650,2121950,1367000
2022/4/6,41,18754050,19609050,16337800,24.56,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.28,4479400,3652750,2087050,1343500
2022/4/6,42,18741900,19314500,16232800,23,24.45,24.45,24.45,24.45,24.45,24.45,24.45,24.45,24.28,4464050,3637400,1995600,1358500
2022/4/6,43,17999350,19067050,16089100,23.58,24.45,24.45,24.45,24.45,24.45,24.45,24.45,24.45,24.28,4443150,3616500,1998500,1367000
2022/4/6,44,17985000,18560200,15908150,23.34,24.45,24.45,24.45,24.28,24.28,24.28,24.28,24.28,24.28,4420800,3597650,1825000,1217000
2022/4/6,45,17270550,17953350,15629350,22.08,20.21,20.21,20.21,20.21,20.21,20.21,20.21,20.21,20.21,4347850,3530700,1631400,1111000
2022/4/6,46,16978800,17491800,15558800,21.74,16.86,16.86,16.86,16.86,16.86,16.86,16.86,16.86,16.86,4304600,3519650,1526700,1022000
2022/4/6,47,16394150,17057100,15395750,18,16.47,16.47,16.47,16.47,16.47,16.47,16.47,16.47,16.47,4030650,3463100,1281650,776500
2022/4/6,48,16164450,16262500,15130500,17.63,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,3741100,3450150,1016650,526000
2022/4/7,1,16491150,16873300,15043950,22.3,23.81,23.81,23.81,16.44,16.44,16.44,16.44,16.44,16.44,4324600,3330800,1399300,669850
2022/4/7,2,17397500,17210650,15078200,21.09,23.81,23.81,23.81,14.99,14.99,14.99,14.99,14.99,14.99,4464600,3383150,2096450,1105050
2022/4/7,3,18073800,17472750,15168800,20,26.92,26.92,26.92,16.47,16.47,16.47,16.47,16.47,16.47,4479200,3388650,2375150,1347700
2022/4/7,4,18050100,17793800,15193600,20.55,28.42,28.42,28.42,16.86,16.86,16.86,16.86,16.86,16.86,4513800,3413800,2709250,1633400
2022/4/7,5,18095050,18114000,15361500,21,28.47,28.47,28.47,18.38,18.38,18.38,18.38,18.38,18.38,4378550,3417950,2934450,1841600
2022/4/7,6,17867700,18254700,15504800,21.09,28.55,28.55,28.55,19.13,19.13,19.13,19.13,19.13,19.13,4266250,3410550,2872350,1827500
2022/4/7,7,17631750,18436400,15416950,21.09,26.79,26.79,26.79,26.79,26.79,26.79,26.79,26.79,26.79,4316850,3410500,3003850,1956000
2022/4/7,8,17620750,18660300,15515400,20.21,28.89,28.89,28.89,26.79,26.79,26.79,26.79,26.79,26.79,4351050,3409300,2929350,1884500
2022/4/7,9,17489150,18561750,15493250,21.09,26.06,26.06,26.06,26.06,26.06,26.06,26.06,26.06,26.06,4399600,3534800,2807850,1790500
2022/4/7,10,17450550,18698000,15555450,20.55,26.79,26.79,26.79,26.79,26.79,26.79,26.79,26.79,26.79,4397650,3532850,2800450,1771000
2022/4/7,11,17154450,18970500,15472850,20.21,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,26.79,4409750,3544950,2840150,1816000
2022/4/7,12,17216250,19098850,15571150,19.54,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,26.79,4418850,3544550,2767300,1711000
2022/4/7,13,17095950,19000350,15336800,19.81,24.65,24.65,24.65,24.65,24.65,24.65,24.65,24.65,24.65,4253150,3228850,2842000,1757500
2022/4/7,14,17640250,18701750,15405500,19.54,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,4296350,2995750,2783400,1700000
2022/4/7,15,18806750,18605750,15787950,22.01,23.56,23.56,23.56,23.56,19.13,19.13,19.13,19.13,19.13,4516300,2721500,2549050,1591000
2022/4/7,16,19828000,18457550,16145300,22.92,23.56,23.56,23.56,16.73,16.73,16.73,16.73,16.73,10.71,4991000,2519400,2307000,1476000
2022/4/7,17,21083200,18781400,16786900,22.3,14.13,23.56,23.56,16.44,16.44,16.44,16.44,16.44,9.75,5362050,2340250,2318750,1362500
2022/4/7,18,22147150,19301750,17070850,22.3,13.7,13.7,23.56,16.86,16.86,16.86,16.86,16.86,9.39,5294350,2092200,2419250,1384000
2022/4/7,19,23044750,19961800,17309500,22.78,23.56,23.56,23.56,16.73,16.73,16.73,16.73,16.73,9.18,5193300,1785300,2880300,1650500
2022/4/7,20,23982350,19705450,17669500,21.69,8.41,8.41,23.56,12.94,12.94,12.94,12.94,12.94,9.18,5507050,1747700,2681150,1758500
2022/4/7,21,24852300,19145800,17711500,21.04,13.72,0.01,23.56,0.01,0.01,0.01,0.01,0.01,0.01,5791250,1661650,2416700,1718500
2022/4/7,22,25742200,19726750,18101000,19.81,8.3,0.34,26.06,7.45,7.45,7.45,7.45,7.45,0.01,6031950,1688100,2784000,2115000
2022/4/7,23,25955950,19776350,18217200,21.09,8.3,8.3,29.17,11.14,11.14,11.14,11.14,11.14,0.01,6191850,1686950,2852350,2217000
2022/4/7,24,26415550,19682300,18218000,18.36,4.65,4.65,28.81,11.22,11.22,11.22,11.22,11.22,0.01,6303750,1684900,2905150,2325500
2022/4/7,25,26678400,18613900,17399950,17.88,0.01,0.01,26.92,0.01,0.01,0.01,0.01,0.01,0.01,6147250,1677150,2543400,2038700
2022/4/7,26,26458250,18374650,17179900,17.84,0.01,0.01,26.92,0.01,0.01,0.01,0.01,0.01,0.01,6100400,1672800,2440400,1962200
2022/4/7,27,25633400,19224650,17761850,18.35,8.3,8.3,26.92,11.18,11.18,11.18,11.18,11.18,0.01,5928150,1680550,2709750,2124200
2022/4/7,28,24616050,18763250,17439000,18.36,14.61,14.61,24.18,11.39,11.39,11.39,11.39,11.39,0.01,5664900,1688550,2506800,1885200
2022/4/7,29,23944650,18935400,17380250,19.73,8.41,8.41,23.56,13.04,13.04,13.04,13.04,13.04,0.01,5071300,1645400,2499300,1709500
2022/4/7,30,23048350,18637900,16832850,21.3,20,20,23.56,11.39,11.39,11.39,11.39,11.39,0.01,4845750,1673750,2137200,1212000
2022/4/7,31,22057850,18355950,16493900,20.55,23.56,23.56,23.56,13.69,11.59,11.59,11.59,11.59,0.01,4311300,1700100,2202250,1269000
2022/4/7,32,20599800,18360100,16133700,21.07,23.57,23.57,23.57,12.45,12.45,12.45,12.45,12.45,8.96,3960400,1814250,1972250,1129000
2022/4/7,33,19371750,18458400,16096650,20,24.18,24.18,24.18,16.47,16.47,16.47,16.47,16.47,9.18,3900700,2064800,1972700,1090500
2022/4/7,34,17746700,19202100,15714550,21.89,26.06,26.06,26.06,26.06,19.27,19.27,19.27,19.27,9.75,3876250,2182500,2088950,1059500
2022/4/7,35,16931750,20275350,15504550,23.01,39.07,39.07,39.07,20.1,20.1,20.1,20.1,20.1,18.38,3642750,2586200,2273350,1059500
2022/4/7,36,16282750,21145250,15400850,24.15,39.97,39.97,39.97,32.16,32.16,32.16,32.16,32.16,24.28,3626850,2867800,2386000,1059500
2022/4/7,37,17285550,21761900,16004950,24.09,39.78,39.78,39.78,31.05,31.05,31.05,31.05,31.05,26.79,4175800,3266750,2434050,1059500
2022/4/7,38,17445150,22217200,16161800,24.09,39.83,39.83,39.83,32.16,32.16,32.16,32.16,32.16,32.16,4500600,3535550,2434050,1059500
2022/4/7,39,17798700,22153900,16417200,23.01,39.58,39.58,39.58,31.04,31.04,31.04,31.04,31.04,31.04,4682300,3722350,2469050,1059500
2022/4/7,40,18039600,21945150,16491150,22.3,39.28,39.28,39.28,25.01,25.01,25.01,25.01,25.01,25.01,4675450,3715500,2485550,1059500
2022/4/7,41,17651250,21416600,16270550,23.01,39.7,39.7,39.7,24.3,24.3,24.3,24.3,24.3,24.3,4593500,3634550,2493350,1059500
2022/4/7,42,17753500,20987550,16228400,23.01,39.43,39.43,39.43,20.25,20.25,20.25,20.25,20.25,20.25,4675450,3610000,2352850,1076000
2022/4/7,43,17460650,20348650,16011300,22.78,36.25,36.25,36.25,24.28,24.28,24.28,24.28,24.28,24.28,4657750,3582300,2291450,1167000
2022/4/7,44,17689200,19898550,15951650,22.16,30.69,30.69,30.69,24.28,24.28,24.28,24.28,24.28,24.28,4640350,3562400,2132600,1220000
2022/4/7,45,17372800,19440450,15482700,21.89,36.25,36.25,36.25,20.25,20.25,20.25,20.25,20.25,20.25,4571700,3493750,2002200,1091000
2022/4/7,46,17538400,18740900,15496700,21.09,30.07,30.07,30.07,18.38,18.38,18.38,18.38,18.38,18.38,4431250,3480500,1780800,983000
2022/4/7,47,17213400,18111000,15355750,19.81,29.74,29.74,29.74,16.86,16.86,16.86,16.86,16.86,16.86,4159550,3422200,1488750,820500
2022/4/7,48,16934350,17064200,15143900,17.84,29.08,29.08,29.08,14.99,14.99,14.99,14.99,14.99,14.99,3951350,3408450,984750,492000
2022/4/8,1,16527000,16866100,15076400,23.58,24.18,24.18,24.18,14.99,14.99,14.99,14.99,14.99,14.99,4412750,3342450,1394950,876550
2022/4/8,2,17598050,17142250,15129400,21.69,26.06,26.06,26.06,16.44,16.44,16.44,16.44,16.44,16.44,4690800,3394850,2013950,1361000
2022/4/8,3,18443800,17451250,15199350,21.46,28.11,28.11,28.11,16.44,16.44,16.44,16.44,16.44,16.44,4818250,3402200,2281650,1608350
2022/4/8,4,18499750,17612400,15275650,20.5,28.17,28.17,28.17,16.95,16.95,16.95,16.95,16.95,16.95,4827800,3402300,2471500,1832650
2022/4/8,5,18345400,17765050,15296450,20,28.3,28.3,28.3,18.38,18.38,18.38,18.38,18.38,18.38,4713750,3403950,2533400,1936350
2022/4/8,6,18347050,18099000,15375050,21.3,28.26,28.26,28.26,20.07,20.07,20.07,20.07,20.07,20.07,4735000,3403800,2635650,1838500
2022/4/8,7,18181550,18475500,15359600,21.14,28.64,28.64,28.64,26.79,26.79,26.79,26.79,26.79,26.79,4810700,3407850,2793650,1846500
2022/4/8,8,18176100,18726700,15402000,21.3,28.72,28.72,28.72,26.79,26.79,26.79,26.79,26.79,26.79,4884450,3407200,2847150,1746000
2022/4/8,9,18161850,18648200,15440150,20,26.92,26.92,26.92,20.07,20.07,20.07,20.07,20.07,20.07,4933150,3404400,2853150,1747500
2022/4/8,10,18237600,18752450,15490350,19.73,29.09,29.09,29.09,19.27,19.27,19.27,19.27,19.27,19.27,4936050,3407300,2800150,1714500
2022/4/8,11,17837550,18860250,15489700,19.73,29.76,29.76,29.76,26.79,26.79,26.79,26.79,26.79,26.79,4926400,3406650,2741650,1683500
2022/4/8,12,17811950,18909150,15523800,19.54,29.81,29.81,29.81,29.81,29.81,29.81,29.81,29.81,26.79,4930700,3410950,2744650,1714500
2022/4/8,13,18336700,18827250,15613350,20,23.68,23.68,23.68,23.68,23.68,23.68,23.68,23.68,23.68,4948950,3216050,2663100,1712600
2022/4/8,14,19128650,18436050,15497700,20,23.67,23.67,23.67,23.67,23.67,23.67,23.67,23.67,23.67,5105450,2986550,2662150,1780800
2022/4/8,15,20217400,18055600,15984150,21.3,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,18.88,5611800,2694200,2603600,1974700
2022/4/8,16,21253050,17660250,16277750,21.35,20,20,20,16.47,16.47,16.47,16.47,16.47,10.1,6095050,2505500,2467650,2101850
2022/4/8,17,23044100,18152200,17051200,20.55,10,10,15.86,11.79,11.79,11.79,11.79,11.79,9.75,6829400,2342100,2426850,2235100
2022/4/8,18,24177250,18520650,17578100,18.13,8.94,8.94,18.27,14.99,14.99,14.99,14.99,14.99,9.75,6826900,2082350,2455300,2286050
2022/4/8,19,25469750,18659850,17982200,21.09,8.41,8.41,18.87,11.39,11.39,11.39,11.39,11.39,9.39,7113350,1862600,2513050,2336050
2022/4/8,20,26547050,18667550,18236550,17.57,4.65,4.65,18.27,11.39,11.39,11.39,11.39,11.39,0.01,7413800,1789650,2340700,2188700
2022/4/8,21,27412550,18546650,18294750,11.82,0.01,0.01,15,0.03,0.03,0.03,0.03,0.03,0.01,7684400,1764000,2269800,2143300
2022/4/8,22,28348200,19015300,18554300,5,4.65,0.01,15.97,11.48,11.48,11.48,11.48,11.48,0.01,7992850,1720400,2594900,2468400
2022/4/8,23,29055700,19394750,18707700,2,5,0.01,18.87,13.6,13.6,13.6,13.6,13.6,0.01,8136150,1674100,2626600,2500100
2022/4/8,24,29545750,19257400,18675850,0.04,4.65,0.01,18.27,12.95,12.95,12.95,12.95,12.95,0.01,8197150,1616800,2804850,2678350
2022/4/8,25,29851300,18353950,18142300,0.02,4.65,0.01,4.65,0.01,0.01,0.01,0.01,0.01,0.01,8210500,1600500,2734100,2607600
2022/4/8,26,29870650,18025200,17813500,0.02,4.65,0.01,4.65,0.01,0.01,0.01,0.01,0.01,0.01,8166200,1594700,2492750,2366250
2022/4/8,27,28273700,18640150,18314250,0.01,7.48,0.01,15.97,11.39,11.39,11.39,11.39,11.39,0.01,7678050,1612600,2603900,2477400
2022/4/8,28,27254300,18795100,18232500,0.02,4.65,0.01,11.53,11.53,11.53,11.53,11.53,11.53,0.01,7055700,1663600,2880900,2729400
2022/4/8,29,26256700,18642200,18087600,1,4.65,0.01,13.6,13.6,13.6,13.6,11.49,11.49,0.01,6567800,1702150,2793050,2641550
2022/4/8,30,25244100,17734550,17419000,10.05,0.01,0.01,11.39,11.39,2,2,2,2,0.01,6242550,1775400,1866650,1841650
2022/4/8,31,24035200,17448150,17104150,17.24,0.01,0.01,15.97,15.97,10.1,10.1,10.1,10.1,0.01,5589600,1737050,1788650,1763650
2022/4/8,32,22138250,17482400,16812550,19.34,5,5,12.45,12.45,12.45,12.45,12.45,12.29,9.75,4793400,1869150,1587700,1537700
2022/4/8,33,20977200,18240850,16569200,20.8,14.59,23.67,23.67,23.67,17.13,17.13,17.13,17.13,9.39,4355450,2108950,1770100,1463500
2022/4/8,34,18860750,18957050,16270350,22.55,23.68,23.68,23.68,23.68,23.68,23.68,23.68,23.68,10.1,3735850,2265550,1852700,1363500
2022/4/8,35,17781200,19524750,16122900,23.58,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.28,3593500,2586800,1943350,1261000
2022/4/8,36,17058050,20341550,15946800,25,32.16,32.16,32.16,32.16,32.16,32.16,32.16,32.16,24.28,3816150,2862600,2063500,1261000
2022/4/8,37,17565800,20429550,16055550,23.71,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,4056500,3102450,2136050,1261000
2022/4/8,38,17817300,20777650,16207400,23.01,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,31.84,4458650,3354600,2155550,1261000
2022/4/8,39,18140350,20829350,16440800,23.01,27.67,27.67,27.67,27.67,27.67,27.67,27.67,27.67,27.67,4657100,3547150,2192050,1261000
2022/4/8,40,18430750,20592250,16433750,22.8,26.79,26.79,26.79,26.79,26.79,26.79,26.79,26.79,26.79,4715500,3530550,2209050,1261000
2022/4/8,41,18357500,20467750,16418150,22.43,26.79,26.79,26.79,26.79,26.79,26.79,26.79,26.79,26.79,4779750,3595800,2181550,1261000
2022/4/8,42,18512300,19847150,16230100,21.69,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,4912900,3624950,2040250,1299000
2022/4/8,43,18409850,19763900,16155800,22.3,26.79,26.79,26.79,26.79,26.79,26.79,26.79,26.79,26.79,4891950,3604000,2054250,1458000
2022/4/8,44,18572950,19321500,16007600,21.58,26.79,26.79,26.79,26.79,26.79,26.79,26.79,26.79,26.79,4860000,3583550,1984100,1539500
2022/4/8,45,17726700,18920700,15266450,21.69,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,4794850,3506050,2013200,1497500
2022/4/8,46,17672200,18499800,15274900,21.09,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,4615200,3497100,1880950,1326500
2022/4/8,47,17561700,18124750,15204800,21.3,29.24,29.24,29.24,20.07,20.07,20.07,20.07,20.07,20.07,4320250,3420550,1756250,1176500
2022/4/8,48,17278650,17061800,14915050,18.13,24.18,24.18,24.18,17.13,17.13,17.13,17.13,17.13,17.13,4131000,3408450,1202900,722000
2022/4/9,1,16136600,16981950,14588400,21.24,26.68,26.68,26.68,19.48,19.48,19.48,19.48,19.48,18.38,4764150,3698100,1349800,929850
2022/4/9,2,16898600,17048550,14717150,18.96,26.4,26.4,26.4,20.25,20.25,20.25,20.25,20.25,18.38,5046850,3755150,1910650,1467500
2022/4/9,3,17504450,17426850,14630850,18,27.18,27.18,27.18,20.25,20.25,20.25,20.25,20.25,7.93,5077250,3756450,2337400,1782600
2022/4/9,4,17728650,17475950,14874450,18.02,26.68,26.68,26.68,19.63,19.63,19.63,19.63,19.63,7.93,5058400,3728150,2488850,1837300
2022/4/9,5,17524900,17662600,14978700,19.54,26.58,26.58,26.58,20.58,20.58,20.58,20.58,20.58,18.38,4879300,3664750,2566300,1886550
2022/4/9,6,17474150,17971050,15038050,21.09,26.71,26.71,26.71,24.93,24.93,24.93,24.93,24.93,24.93,4711600,3625650,2673300,1876450
2022/4/9,7,17607950,18099450,15188650,21.09,26.63,26.63,26.63,24.53,24.53,24.53,24.53,24.53,24.53,4696150,3601050,2701150,1924600
2022/4/9,8,18014850,18252150,15578950,21.3,26.52,26.52,26.52,19.48,19.48,19.48,19.48,19.48,19.48,4688850,3574850,2720700,1945650
2022/4/9,9,18063750,18322850,15682800,21.3,26.81,26.81,26.81,19.23,19.23,19.23,19.23,19.23,19.23,4664300,3550300,2721750,1943700
2022/4/9,10,18145250,18089100,15619250,21.3,26.88,26.88,26.88,17.45,17.45,17.45,17.45,17.45,17.45,4791950,3527950,2571750,1918700
2022/4/9,11,18092450,17691400,15502750,19.73,26.88,26.88,26.88,17.17,17.17,17.17,17.17,17.17,17.17,4706050,3306050,2461700,1810650
2022/4/9,12,17625850,17447750,14744400,19.18,27.29,27.29,27.29,20.25,20.25,20.25,20.25,20.25,20.25,4737950,3030650,2513150,1885600
2022/4/9,13,17668350,16493600,14384100,19.79,23.27,23.27,23.27,19.63,19.63,19.63,19.63,19.63,18.38,4620600,2748050,2301950,1719400
2022/4/9,14,17961300,15425550,14389800,21.18,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,6.06,4398350,2479600,1921900,1502050
2022/4/9,15,19624450,14518000,14278700,22.5,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,5146200,2084400,1375150,1208200
2022/4/9,16,20955700,14470700,14446700,24.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5976000,1844300,1562200,1538200
2022/4/9,17,23416850,14922400,14901900,25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6616450,1602150,1975100,1954600
2022/4/9,18,25299550,15320350,15320350,23.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7522550,1568850,2165150,2165150
2022/4/9,19,26856600,15394100,15394100,22.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8006000,1574400,2173950,2173950
2022/4/9,20,28006100,15307950,15307950,20.54,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8671200,1582950,2158750,2158750
2022/4/9,21,28955100,15005700,15005700,18.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9101500,1537100,2133950,2133950
2022/4/9,22,29966850,15062900,15046400,15.63,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9441750,1462750,2440100,2440100
2022/4/9,23,30463550,14979800,14979800,13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9590200,1416350,2550150,2550150
2022/4/9,24,29940800,13954900,13954900,8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9782300,1410400,2470000,2470000
2022/4/9,25,30273350,13821850,13821850,2.25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9927050,1415150,2440350,2440350
2022/4/9,26,30383300,13707350,13707350,1.96,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10082650,1414750,2445850,2445850
2022/4/9,27,30714050,14917750,14897750,5,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10092300,1414900,2594350,2594350
2022/4/9,28,29700650,14975300,14955250,11.73,4.65,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9544250,1415050,2583000,2583000
2022/4/9,29,28782450,14997600,14957350,13,8.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9243950,1463850,2599750,2599750
2022/4/9,30,26791800,14946800,14897050,17.84,8.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8031000,1511950,2480950,2467950
2022/4/9,31,25147450,14652900,14557900,18.32,8.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7142000,1559050,2086400,2064900
2022/4/9,32,23509400,14246300,14208300,21.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6179900,1591450,2004900,1966900
2022/4/9,33,22695450,14026600,13968600,21.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5905800,1665600,1849800,1791800
2022/4/9,34,21515050,14233000,13835000,24.03,2,2,2,2,2,2,2,2,0.01,5215650,1674550,1726900,1389800
2022/4/9,35,20212200,15283150,14024150,24.15,11.55,18.27,18.27,12.29,12.29,12.29,12.29,12.29,6.06,5546650,1980300,1917100,1456300
2022/4/9,36,18387100,16497850,13791400,24.26,23.38,23.38,23.38,19.63,19.63,19.63,19.63,19.63,18.38,5148650,2258300,2007550,1436100
2022/4/9,37,18678350,17590650,14212800,24.38,23.39,23.39,23.39,23.39,23.39,23.39,23.39,23.39,23.39,5555400,2540050,2245600,1475000
2022/4/9,38,19091950,18273550,14884250,25,23.39,23.39,23.39,23.39,23.39,23.39,23.39,23.39,23.39,5832950,2817600,2326050,1653500
2022/4/9,39,19476650,18619350,15090550,24.82,23.39,23.39,23.39,23.39,23.39,23.39,23.39,23.39,23.39,5955950,3090600,2503050,1763000
2022/4/9,40,19495150,18810100,15154000,24.15,23.39,23.39,23.39,23.39,23.39,23.39,23.39,23.39,23.39,6077100,3361750,2721550,1756000
2022/4/9,41,19441200,18867450,15331900,24.03,23.39,23.39,23.39,21.17,21.17,21.17,21.17,21.17,21.17,6120900,3680550,2708150,1825000
2022/4/9,42,19321900,18396150,15256900,23.04,23.38,23.38,23.38,19.63,19.63,19.63,19.63,19.63,19.63,5989500,3699150,2653650,1719500
2022/4/9,43,19499800,18032550,15367200,21.89,23.27,23.27,23.27,18.9,18.9,18.9,18.9,18.9,18.9,5848400,3708050,2752150,1768500
2022/4/9,44,19233850,17774350,15032700,21.3,23.38,23.38,23.38,17.45,17.45,17.45,17.45,17.45,17.45,5587600,3713250,2637650,1803000
2022/4/9,45,18212400,17439300,14859800,21.66,22.9,22.9,22.9,17.17,17.17,17.17,17.17,17.17,17.17,5649300,3726450,2376150,1632000
2022/4/9,46,17998750,16976200,14882200,20.82,23.27,23.27,23.27,16.74,16.74,16.74,16.74,16.74,16.74,5449450,3741300,2344150,1650000
2022/4/9,47,17824700,16725300,14885500,21.09,23.27,23.27,23.27,16.55,16.55,16.55,16.55,16.55,16.55,5179300,3715050,2080650,1372000
2022/4/9,48,17562900,16040750,14684000,19.19,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,4936250,3734250,1585650,877000
2022/4/10,1,16168750,14191600,13295700,20.73,9.53,9.53,9.53,9.53,9.53,9.53,9.53,9.53,7.4,5505250,3625800,1336750,890250
2022/4/10,2,17408100,14580950,13327700,19.84,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,6.06,6056400,3683900,1839400,1402400
